species,photo,rock#,rock.circumference
coei,0749-NST,7,2.5
coei,0738-NST,7,1.5
coei,0737-NST,7,6
coei,0735-NST,7,4
coei,0729-NST,7,NA
coei,0718-NST,7,NA
coei,005-NST,7,NA
coei,115-NST,7,2
arte,07279-NST,7,2.5
arte,07278-NST,7,NA
arte,07277-NST,7,NA
arte,07191-NST,7,1
arte,0758-NST,7,2
arte,0752-NST,7,2
arte,07276-NST,7,NA
arte,07275-NST,7,2
arte,07258-NST,7,NA
arte,07257-NST,7,1
arte,07243-NST,7,1
arte,07242-NST,7,NA
arte,07226-NST,7,NA
arte,07224-NST,7,1.5
arte,07222-NST,7,NA
arte,07219-NST,7,NA
arte,07273-NST,7,NA
arte,07272-NST,7,NA
arte,07271-NST,7,1
arte,07210-NST,7,NA
arte,07183-NST,7,NA
arte,07182-NST,7,NA
arte,07180-NST,7,2
arte,07178-NST,7,5
arte,07171-NST,7,NA
arte,07158-NST,7,NA
arte,07156-NST,7,0.5
arte,07154-NST,7,NA
arte,07152-NST,7,NA
arte,07148-NST,7,4.5
arte,07133-NST,7,NA
arte,07131-NST,7,7
arte,07129-NST,7,6.5
arte,0757-NST,7,1.5
arte,0755-NST,7,NA
arte,0718-NST,7,NA
arte,0712-NST,7,NA
arte,0709-NST,7,NA
arte,07261-NST,7,NA
arte,07201-NST,7,NA
arte,07161-NST,7,2
arte,07159-NST,7,NA
arte,07157-NST,7,1
arte,07144-NST,7,NA
arte,07139-NST,7,NA
arte,0730-NST,7,NA
pusa,pusa0701,7,1.5
ltdu,ltdu0712,7,1
coei,coei07999,7,5.5
coei,coei07998,7,2.5
coei,coei07997,7,4
coei,coei0794,7,1.5
coei,coei0790,7,1.5
coei,coei0702,7,2.5
arte,arte07998,7,4
arte,arte07997,7,NA
coei,6476,8,0.8
sagu,6460,8,1.2
sagu,6462,8,NA
sagu,6463,8,0.5
sagu,6464,8,NA
sagu,6469,8,NA
arte,6432,8,NA
arte,6435,8,NA
arte,6436,8,NA
arte,6437,8,NA
arte,6438,8,NA
arte,6439,8,NA
arte,6440,8,NA
arte,6441,8,NA
arte,6442,8,NA
arte,6449,8,0.7
arte,6452,8,NA
arte,6453,8,0.4
arte,6454,8,NA
arte,6458,8,0.5
arte,6459,8,0.3
arte,6461,8,NA
arte,6465,8,0.6
arte,6467,8,0.9
arte,6468,8,0.7
arte,6477,8,1.1
coei,6433,8,NA
coei,6434,8,0.6
coei,6448,8,NA
coei,6450,8,NA
coei,6466,8,NA
coei,6494,8,0.6
coei,6495,8,0.5
coei,6496,8,0.1
coei,6497,8,NA
coei,6499,8,NA
coei,6500,8,NA
coei,6501,8,1.2
coei,6503,8,1
coei,6504,8,1.7
rand,1126,8,4.5
rand,1121,8,1
rand,1116,8,2
rand,1111,8,NA
rand,1106,8,1
rand,1101,8,3.5
rand,1096,8,2.5
rand,1091,8,2
rand,1086,8,14
rand,1081,8,5
rand,1076,8,2
rand,1071,8,0.5
rand,1066,8,1.5
rand,1061,8,NA
rand,1056,8,1.5
rand,1050,8,2
rand,1045,8,2.5
rand,1040,8,4
rand,1035,8,5
rand,1030,8,4
rand,1025,8,10
rand,1020,8,2
rand,1015,8,NA
rand,1010,8,NA
rand,1004,8,3
rand,46-NST,8,2
rand,45-NST,8,2.5
rand,44-NST,8,6
rand,43-NST,8,NA
rand,42-NST,8,2.5
rand,41-NST,8,1
rand,40-NST,8,3.5
rand,39-NST,8,3
rand,38-NST,8,2
rand,37-NST,8,2.5
rand,36-NST,8,2
rand,35-NST,8,1
rand,34-NST,8,6.5
rand,33-NST,8,3
rand,32-NST,8,4
rand,31-NST,8,3
rand,30-NST,8,6
rand,29-NST,8,6.5
rand,28-NST,8,6
rand,27-NST,8,4
rand,26-NST,8,1
rand,20-NST,8,5.5
rand,19-NST,8,NA
rand,18-NST,8,NA
rand,17-NST,8,NA
rand,16-NST,8,3.5
rand,15-NST,8,NA
rand,14-NST,8,3
rand,13-NST,8,3
rand,12-NST,8,NA
rand,11-NST,8,3.5
rand,10-NST,8,1.5
rand,9-NST,8,2.5
rand,8-NST,8,NA
rand,7-NST,8,3.5
rand,6-NST,8,1.5
rand,5-NST,8,1
rand,4-NST,8,1.5
rand,3-NST,8,4.5
rand,2-NST,8,1.5
rand,1-NST,8,2.5
rand,P1210832,8,NA
rand,P1210827,8,NA
rand,P1210821,8,3.5
rand,P1210816,8,NA
rand,P1210811,8,NA
rand,P1210806,8,NA
rand,P1210801,8,NA
rand,P1210796,8,NA
rand,P1210790,8,3
rand,P1210785,8,2
rand,P1210773,8,5.5
rand,P1210763,8,2
rand,P1210758,8,2.5
rand,P1210753,8,NA
rand,P1210748,8,7
rand,P1210743,8,NA
rand,P1210735,8,2
rand,P1210729,8,NA
rand,P1210724,8,3.5
rand,P1210719,8,1.5
rand,P1210714,8,3.5
rand,P1210708,8,5
rand,P1210700,8,4
rand,P1210695,8,3.5
rand,P1210690,8,3
rand,P1210685,8,1.5
rand,P1210680,8,1
rand,P1210675,8,5.5
rand,P1210670,8,2
rand,P1210665,8,0.5
sagu,0716-NST,8,NA
sagu,0715-NST,8,2
sagu,0714-NST,8,NA
sagu,0713-NST,8,NA
sagu,0712-NST,8,NA
sagu,0711-NST,8,NA
sagu,0709-NST,8,NA
sagu,0708-NST,8,NA
sagu,0707-NST,8,4
sagu,0705-NST,8,NA
sagu,0703-NST,8,3
sagu,0704-NST,8,NA
sagu,0702-NST,8,NA
sagu,0701-NST,8,NA
sagu,0710-NST,8,NA
ltdu,0701-NST,8,1
ltdu,0713-NST,8,NA
ltdu,0708-NST,8,NA
ltdu,0707-NST,8,NA
ltdu,0702-NST,8,1.5
coei,07127-NST,8,2.5
coei,0774-NST,8,9.5
coei,0769-NST,8,1.5
coei,0768-NST,8,NA
coei,0763-NST,8,3.5
coei,07103-NST,8,0.5
coei,0713-NST,8,4
coei,07126-NST,8,NA
coei,07125-NST,8,0.5
coei,07124-NST,8,0.5
coei,07120-NST,8,1
coei,07119-NST,8,0.5
coei,0745-NST,8,6
coei,0750-NST,8,2.5
coei,0749-NST,8,2
coei,0738-NST,8,1
coei,0737-NST,8,4
coei,0735-NST,8,2.5
coei,0729-NST,8,NA
coei,0718-NST,8,NA
coei,005-NST,8,NA
coei,115-NST,8,0.5
arte,07279-NST,8,1.5
arte,07278-NST,8,NA
arte,07277-NST,8,NA
arte,07191-NST,8,2.5
arte,0758-NST,8,3
arte,0752-NST,8,4
arte,07276-NST,8,NA
arte,07275-NST,8,1.5
arte,07258-NST,8,NA
arte,07257-NST,8,2
arte,07243-NST,8,0.5
arte,07242-NST,8,NA
arte,07226-NST,8,NA
arte,07224-NST,8,2
arte,07222-NST,8,NA
arte,07219-NST,8,NA
arte,07273-NST,8,NA
arte,07272-NST,8,NA
arte,07271-NST,8,0.5
arte,07210-NST,8,NA
arte,07183-NST,8,NA
arte,07182-NST,8,NA
arte,07180-NST,8,3.5
arte,07178-NST,8,2
arte,07171-NST,8,NA
arte,07158-NST,8,NA
arte,07156-NST,8,0.5
arte,07154-NST,8,NA
arte,07152-NST,8,NA
arte,07148-NST,8,5
arte,07133-NST,8,NA
arte,07131-NST,8,8.5
arte,07129-NST,8,2.5
arte,0757-NST,8,2
arte,0755-NST,8,NA
arte,0718-NST,8,NA
arte,0712-NST,8,NA
arte,0709-NST,8,NA
arte,07261-NST,8,NA
arte,07201-NST,8,NA
arte,07161-NST,8,2.5
arte,07159-NST,8,NA
arte,07157-NST,8,0.5
arte,07144-NST,8,NA
arte,07139-NST,8,NA
arte,0730-NST,8,NA
pusa,pusa0701,8,1
ltdu,ltdu0712,8,1
coei,coei07999,8,2.5
coei,coei07998,8,8
coei,coei07997,8,5
coei,coei0794,8,1
coei,coei0790,8,1
coei,coei0702,8,2
arte,arte07998,8,2
arte,arte07997,8,NA
coei,6476,9,1
sagu,6460,9,0.6
sagu,6462,9,NA
sagu,6463,9,0.3
sagu,6464,9,NA
sagu,6469,9,NA
arte,6432,9,NA
arte,6435,9,NA
arte,6436,9,NA
arte,6437,9,NA
arte,6438,9,NA
arte,6439,9,NA
arte,6440,9,NA
arte,6441,9,NA
arte,6442,9,NA
arte,6449,9,1
arte,6452,9,NA
arte,6453,9,0.3
arte,6454,9,NA
arte,6458,9,1
arte,6459,9,0.5
arte,6461,9,NA
arte,6465,9,0.7
arte,6467,9,1.7
arte,6468,9,0.3
arte,6477,9,0.5
coei,6433,9,NA
coei,6434,9,0.7
coei,6448,9,NA
coei,6450,9,NA
coei,6466,9,NA
coei,6494,9,0.7
coei,6495,9,0.6
coei,6496,9,0.2
coei,6497,9,NA
coei,6499,9,NA
coei,6500,9,NA
coei,6501,9,0.7
coei,6503,9,0.8
coei,6504,9,0.7
rand,1126,9,5
rand,1121,9,0.2
rand,1116,9,1
rand,1111,9,NA
rand,1106,9,1.5
rand,1101,9,5
rand,1096,9,5
rand,1091,9,3
rand,1086,9,0.5
rand,1081,9,2.5
rand,1076,9,3
rand,1071,9,2
rand,1066,9,1.5
rand,1061,9,NA
rand,1056,9,0.5
rand,1050,9,1.5
rand,1045,9,6
rand,1040,9,2.5
rand,1035,9,3.5
rand,1030,9,2.5
rand,1025,9,5
rand,1020,9,2.5
rand,1015,9,NA
rand,1010,9,NA
rand,1004,9,2
rand,46-NST,9,2.5
rand,45-NST,9,3.5
rand,44-NST,9,2
rand,43-NST,9,NA
rand,42-NST,9,6
rand,41-NST,9,4
rand,40-NST,9,4.5
rand,39-NST,9,2.5
rand,38-NST,9,6
rand,37-NST,9,3.5
rand,36-NST,9,0.5
rand,35-NST,9,1.5
rand,34-NST,9,0.5
rand,33-NST,9,3.5
rand,32-NST,9,2
rand,31-NST,9,2
rand,30-NST,9,2.5
rand,29-NST,9,3.5
rand,28-NST,9,4.5
rand,27-NST,9,4
rand,26-NST,9,1
rand,20-NST,9,3
rand,19-NST,9,NA
rand,18-NST,9,NA
rand,17-NST,9,NA
rand,16-NST,9,2
rand,15-NST,9,NA
rand,14-NST,9,1.5
rand,13-NST,9,2
rand,12-NST,9,NA
rand,11-NST,9,3
rand,10-NST,9,2.5
rand,9-NST,9,3
rand,8-NST,9,NA
rand,7-NST,9,2
rand,6-NST,9,4
rand,5-NST,9,4
rand,4-NST,9,3
rand,3-NST,9,6
rand,2-NST,9,5
rand,1-NST,9,2.5
rand,P1210832,9,NA
rand,P1210827,9,NA
rand,P1210821,9,0.5
rand,P1210816,9,NA
rand,P1210811,9,NA
rand,P1210806,9,NA
rand,P1210801,9,NA
rand,P1210796,9,NA
rand,P1210790,9,1
rand,P1210785,9,1
rand,P1210773,9,3.5
rand,P1210763,9,1.5
rand,P1210758,9,2
rand,P1210753,9,NA
rand,P1210748,9,5
rand,P1210743,9,NA
rand,P1210735,9,4.5
rand,P1210729,9,NA
rand,P1210724,9,2.5
rand,P1210719,9,3
rand,P1210714,9,2.5
rand,P1210708,9,3
rand,P1210700,9,1
rand,P1210695,9,1.5
rand,P1210690,9,2.5
rand,P1210685,9,0.5
rand,P1210680,9,0.5
rand,P1210675,9,6
rand,P1210670,9,3
rand,P1210665,9,2.5
sagu,0716-NST,9,NA
sagu,0715-NST,9,1
sagu,0714-NST,9,NA
sagu,0713-NST,9,NA
sagu,0712-NST,9,NA
sagu,0711-NST,9,NA
sagu,0709-NST,9,NA
sagu,0708-NST,9,NA
sagu,0707-NST,9,5.5
sagu,0705-NST,9,NA
sagu,0703-NST,9,3.5
sagu,0704-NST,9,NA
sagu,0702-NST,9,NA
sagu,0701-NST,9,NA
sagu,0710-NST,9,NA
ltdu,0701-NST,9,1
ltdu,0713-NST,9,NA
ltdu,0708-NST,9,NA
ltdu,0707-NST,9,NA
ltdu,0702-NST,9,5
coei,07127-NST,9,1
coei,0774-NST,9,1
coei,0769-NST,9,0.5
coei,0768-NST,9,NA
coei,0763-NST,9,3
coei,07103-NST,9,0.5
coei,0713-NST,9,3.5
coei,07126-NST,9,NA
coei,07125-NST,9,2
coei,07124-NST,9,2
coei,07120-NST,9,5.5
coei,07119-NST,9,1
coei,0745-NST,9,0.5
coei,0750-NST,9,2
coei,0749-NST,9,1
coei,0738-NST,9,2
coei,0737-NST,9,4.5
coei,0735-NST,9,3
coei,0729-NST,9,NA
coei,0718-NST,9,NA
coei,005-NST,9,NA
coei,115-NST,9,0.5
arte,07279-NST,9,0.5
arte,07278-NST,9,NA
arte,07277-NST,9,NA
arte,07191-NST,9,2.5
arte,0758-NST,9,4.5
arte,0752-NST,9,2.5
arte,07276-NST,9,NA
arte,07275-NST,9,3
arte,07258-NST,9,NA
arte,07257-NST,9,1
arte,07243-NST,9,1
arte,07242-NST,9,NA
arte,07226-NST,9,NA
arte,07224-NST,9,2
arte,07222-NST,9,NA
arte,07219-NST,9,NA
arte,07273-NST,9,NA
arte,07272-NST,9,NA
arte,07271-NST,9,2.5
arte,07210-NST,9,NA
arte,07183-NST,9,NA
arte,07182-NST,9,NA
arte,07180-NST,9,4
arte,07178-NST,9,2
arte,07171-NST,9,NA
arte,07158-NST,9,NA
arte,07156-NST,9,1
arte,07154-NST,9,NA
arte,07152-NST,9,NA
arte,07148-NST,9,1
arte,07133-NST,9,NA
arte,07131-NST,9,6
arte,07129-NST,9,3.5
arte,0757-NST,9,2
arte,0755-NST,9,NA
arte,0718-NST,9,NA
arte,0712-NST,9,NA
arte,0709-NST,9,NA
arte,07261-NST,9,NA
arte,07201-NST,9,NA
arte,07161-NST,9,0.5
arte,07159-NST,9,NA
arte,07157-NST,9,0.5
arte,07144-NST,9,NA
arte,07139-NST,9,NA
arte,0730-NST,9,NA
pusa,pusa0701,9,0.5
ltdu,ltdu0712,9,3
coei,coei07999,9,2.5
coei,coei07998,9,1.5
coei,coei07997,9,4.5
coei,coei0794,9,4.5
coei,coei0790,9,3.5
coei,coei0702,9,0.5
arte,arte07998,9,3.5
arte,arte07997,9,NA
coei,6476,10,2
sagu,6460,10,1.3
sagu,6462,10,NA
sagu,6463,10,0.2
sagu,6464,10,NA
sagu,6469,10,NA
arte,6432,10,NA
arte,6435,10,NA
arte,6436,10,NA
arte,6437,10,NA
arte,6438,10,NA
arte,6439,10,NA
arte,6440,10,NA
arte,6441,10,NA
arte,6442,10,NA
arte,6449,10,1
arte,6452,10,NA
arte,6453,10,1.1
arte,6454,10,NA
arte,6458,10,0.6
arte,6459,10,0.5
arte,6461,10,NA
arte,6465,10,1.1
arte,6467,10,0.8
arte,6468,10,0.8
arte,6477,10,0.3
coei,6433,10,NA
coei,6434,10,0.5
coei,6448,10,NA
coei,6450,10,NA
coei,6466,10,NA
coei,6494,10,0.5
coei,6495,10,1
coei,6496,10,0.3
coei,6497,10,NA
coei,6499,10,NA
coei,6500,10,NA
coei,6501,10,0.8
coei,6503,10,2
coei,6504,10,1.2
rand,1126,10,4
rand,1121,10,1
rand,1116,10,0.5
rand,1111,10,NA
rand,1106,10,3
rand,1101,10,3
rand,1096,10,5.5
rand,1091,10,2.5
rand,1086,10,3
rand,1081,10,4
rand,1076,10,2.5
rand,1071,10,3
rand,1066,10,4
rand,1061,10,NA
rand,1056,10,2
rand,1050,10,3
rand,1045,10,1.5
rand,1040,10,2.5
rand,1035,10,2
rand,1030,10,4.5
rand,1025,10,3.5
rand,1020,10,5
rand,1015,10,NA
rand,1010,10,NA
rand,1004,10,1.5
rand,46-NST,10,1
rand,45-NST,10,5.5
rand,44-NST,10,1
rand,43-NST,10,NA
rand,42-NST,10,2
rand,41-NST,10,3
rand,40-NST,10,2.5
rand,39-NST,10,1
rand,38-NST,10,3.5
rand,37-NST,10,5.5
rand,36-NST,10,2
rand,35-NST,10,3
rand,34-NST,10,3.5
rand,33-NST,10,5
rand,32-NST,10,1
rand,31-NST,10,0.5
rand,30-NST,10,4
rand,29-NST,10,4.5
rand,28-NST,10,5
rand,27-NST,10,2
rand,26-NST,10,4.5
rand,20-NST,10,3
rand,19-NST,10,NA
rand,18-NST,10,NA
rand,17-NST,10,NA
rand,16-NST,10,4.5
rand,15-NST,10,NA
rand,14-NST,10,1
rand,13-NST,10,1
rand,12-NST,10,NA
rand,11-NST,10,6.5
rand,10-NST,10,4
rand,9-NST,10,4.5
rand,8-NST,10,NA
rand,7-NST,10,2.5
rand,6-NST,10,4.5
rand,5-NST,10,0.5
rand,4-NST,10,2
rand,3-NST,10,1.5
rand,2-NST,10,5.5
rand,1-NST,10,1
rand,P1210832,10,NA
rand,P1210827,10,NA
rand,P1210821,10,2
rand,P1210816,10,NA
rand,P1210811,10,NA
rand,P1210806,10,NA
rand,P1210801,10,NA
rand,P1210796,10,NA
rand,P1210790,10,2
rand,P1210785,10,3.5
rand,P1210773,10,4
rand,P1210763,10,5
rand,P1210758,10,4.5
rand,P1210753,10,NA
rand,P1210748,10,3.5
rand,P1210743,10,NA
rand,P1210735,10,3
rand,P1210729,10,NA
rand,P1210724,10,3
rand,P1210719,10,5
rand,P1210714,10,3
rand,P1210708,10,2.5
rand,P1210700,10,3
rand,P1210695,10,1
rand,P1210690,10,0.5
rand,P1210685,10,2
rand,P1210680,10,1.5
rand,P1210675,10,4.5
rand,P1210670,10,4
rand,P1210665,10,2
sagu,0716-NST,10,NA
sagu,0715-NST,10,1.5
sagu,0714-NST,10,NA
sagu,0713-NST,10,NA
sagu,0712-NST,10,NA
sagu,0711-NST,10,NA
sagu,0709-NST,10,NA
sagu,0708-NST,10,NA
sagu,0707-NST,10,3
sagu,0705-NST,10,NA
sagu,0703-NST,10,2.5
sagu,0704-NST,10,NA
sagu,0702-NST,10,NA
sagu,0701-NST,10,NA
sagu,0710-NST,10,NA
ltdu,0701-NST,10,0.5
ltdu,0713-NST,10,NA
ltdu,0708-NST,10,NA
ltdu,0707-NST,10,NA
ltdu,0702-NST,10,4
coei,07127-NST,10,0.5
coei,0774-NST,10,1.5
coei,0769-NST,10,4
coei,0768-NST,10,NA
coei,0763-NST,10,2
coei,07103-NST,10,4
coei,0713-NST,10,1
coei,07126-NST,10,NA
coei,07125-NST,10,1.5
coei,07124-NST,10,1.5
coei,07120-NST,10,7
coei,07119-NST,10,3
coei,0745-NST,10,5
coei,0750-NST,10,4
coei,0749-NST,10,2
coei,0738-NST,10,5
coei,0737-NST,10,2.5
coei,0735-NST,10,3.5
coei,0729-NST,10,NA
coei,0718-NST,10,NA
coei,005-NST,10,NA
coei,115-NST,10,2
arte,07279-NST,10,3
arte,07278-NST,10,NA
arte,07277-NST,10,NA
arte,07191-NST,10,3
arte,0758-NST,10,0.5
arte,0752-NST,10,3
arte,07276-NST,10,NA
arte,07275-NST,10,1.5
arte,07258-NST,10,NA
arte,07257-NST,10,2.5
arte,07243-NST,10,4
arte,07242-NST,10,NA
arte,07226-NST,10,NA
arte,07224-NST,10,2
arte,07222-NST,10,NA
arte,07219-NST,10,NA
arte,07273-NST,10,NA
arte,07272-NST,10,NA
arte,07271-NST,10,2
arte,07210-NST,10,NA
arte,07183-NST,10,NA
arte,07182-NST,10,NA
arte,07180-NST,10,5
arte,07178-NST,10,3
arte,07171-NST,10,NA
arte,07158-NST,10,NA
arte,07156-NST,10,3
arte,07154-NST,10,NA
arte,07152-NST,10,NA
arte,07148-NST,10,0.5
arte,07133-NST,10,NA
arte,07131-NST,10,5
arte,07129-NST,10,4
arte,0757-NST,10,4.5
arte,0755-NST,10,NA
arte,0718-NST,10,NA
arte,0712-NST,10,NA
arte,0709-NST,10,NA
arte,07261-NST,10,NA
arte,07201-NST,10,NA
arte,07161-NST,10,1
arte,07159-NST,10,NA
arte,07157-NST,10,0.5
arte,07144-NST,10,NA
arte,07139-NST,10,NA
arte,0730-NST,10,NA
pusa,pusa0701,10,3
ltdu,ltdu0712,10,1
coei,coei07999,10,3
coei,coei07998,10,2.5
coei,coei07997,10,2
coei,coei0794,10,0.5
coei,coei0790,10,0.5
coei,coei0702,10,1
arte,arte07998,10,0.5
arte,arte07997,10,NA
